level,term,minecraft_sentence,minecraft_translation
8,shine,Glowstone **shine**s in the dark.,螢光石在黑暗中**發光**。
8,sight,Keep the mob in **sight**.,保持怪物在**視野**內。
8,sign,Read the warning **sign**.,閱讀警告**告示牌**。
8,slide,**Slide** on the ice.,在冰上**滑行**。
8,slim,Alex has **slim** arms.,艾力克斯有**纖細的**手臂。
8,smoke,Campfires create **smoke**.,營火產生**煙霧**。
8,soldier,Be a **soldier** in the clan war.,在公會戰中當一名**士兵**。
8,sore,My eyes are **sore** from playing.,我的眼睛因為玩遊戲而**痠痛**。
8,spaghetti,Lava flows like **spaghetti** sauce.,岩漿流得像**義大利麵**醬。
8,square,Every block is a **square**.,每個方塊都是**正方形**。
8,stairs,Build **stairs** to the roof.,蓋**樓梯**通往屋頂。
8,stomach,Rotten flesh hurts your **stomach**.,腐肉傷你的**胃** (飢餓效果)。
8,straight,Dig **straight** ahead.,往**直**前方挖。
8,stranger,Don't trust a **stranger**.,不要相信**陌生人**。
8,straw,Hay bales look like **straw**.,乾草捆看起來像**稻草**。
8,subject,Redstone is a hard **subject**.,紅石是一門困難的**科目**。
8,successful,The raid was **successful**.,襲擊**成功**了。
8,surprise,Creeper is a bad **surprise**.,苦力怕是一個壞的**驚喜**。
8,take,**Take** the loot.,**拿**走戰利品。
8,taste,Cake **taste**s good.,蛋糕**嚐**起來很好。
8,temple,Loot the desert **temple**.,搜刮沙漠**神廟**。
8,theater,Build a movie **theater**.,蓋一間電影**院**。
8,themselves,Villagers heal **themselves**.,村民會治療**他們自己** (睡覺時)。
8,then,"Mine first, **then** craft.",先挖礦，**然後**合成。
8,throat,Endermen make sounds from their **throat**.,終界使者從**喉嚨**發出聲音。
8,tidy,Keep your chest **tidy**.,保持你的箱子**整潔**。
8,tool,Diamond is the best **tool** material.,鑽石是最好的**工具**材料。
8,touch,Silk **Touch** picks up glass.,絲綢之**觸** (精準採集) 可以採集玻璃。
8,treat,Pumpkin pie is a **treat**.,南瓜派是個**點心**。
8,trick,Do a boat **trick**.,做一個船的**特技**。
8,tub,Cauldron acts like a **tub**.,鍋釜作用像個**澡盆**。
8,turn,**Turn** around.,**轉**身。
8,type,**Type** commands in chat.,在聊天欄**打**指令。
8,uncle,Notch is like the **uncle** of Minecraft.,Notch 就像 Minecraft 的**叔叔**。
8,uniform,Wear a team **uniform** (skin).,穿隊**服** (皮膚)。
8,watermelon,Melon blocks are **watermelon**s.,西瓜方塊就是**西瓜**。
8,wave,**Wave** your hand (emote).,**揮**手 (表情動作)。
8,whale,I wish there were **whale**s.,我希望有**鯨魚**。
8,whether,Check **whether** it is raining.,檢查**是否**在下雨。
8,whose,**Whose** dog is this?,這是**誰的**狗？
8,wise,The librarian is **wise**.,圖書管理員是**有智慧的**。
8,yourselves,Craft it **yourselves**.,你們**自己**合成。
8,yummy,Cooked porkchop is **yummy**.,熟豬排很**好吃**。
